Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
22,70,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28571.42857,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14285.71429,14285.71429,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
443,105979,4,0,29,0,29,0,7.25,14.5,0,0,0.0,0.0,273.6391171836,37.7433265081,35326.3333333333,60985.3240241727,105746,4,105979,35326.3333333333,60985.3240241727,105746,4,0,0.0,0.0,0,0,0,0,0,0,128,0,37.7433265081,0.0,0,29,5.8,12.9691942695,168.2,0,0,0,0,1,0,0,0,0,7.25,7.25,0.0,128,0,0,0,0,0,0,4,29,0,0,33061,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,45680,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,254531.5236,175.1313485,6525.714286,13532.3467,36543,20,8481,4240.5,5060.763233,7819,662,45660,11415.0,17203.71741,36543,153,0,0,0,0,72,112,65.67425569,109.4570928,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5437577,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.735621767,1812525.667,3138612.334,5436683,128,5437577,2718788.5,3843683.263,5436683,894,0,0.0,0.0,0,0,0,0,0,0,104,40,0.551716325,0.183905442,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
389,54180,20,15,4242,7918,1313,0,212.1,390.6562494869,3069,0,527.8666666667,862.9759859816,224437.061646364,645.9948320413,1593.5294117647,7023.6751332829,39622,1,54180,2851.5789473684,9371.4423372036,39882,1,14482,1034.4285714286,3330.0466551198,12587,2,0,0,0,0,656,496,369.1399040236,276.8549280177,0,3069,337.7777777778,639.1471599432,408509.092063492,0,0,0,1,0,0,0,0,0,347.4285714286,212.1,527.8666666667,656,0,0,0,0,0,0,20,4242,15,7918,29200,2080,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
6069,4,3,0,83,0,46,6,27.6666666667,20.2072594216,0,0,0.0,0.0,20750000.0,750000.0,2.0,2.8284271247,4,0,4,2.0,2.8284271247,4,0,0,0.0,0.0,0,0,1,0,0,0,60,0,750000.0,0.0,6,46,32.25,18.8745860882,356.25,0,1,0,0,1,0,0,0,0,43.0,27.6666666667,0.0,60,0,0,0,0,0,0,3,83,0,0,158,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5886966,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.679467148,1962322.0,3398123.486,5886137,86,5886966,2943483.0,4161541.196,5886137,829,0,0.0,0.0,0,0,0,0,0,0,104,40,0.509600361,0.169866787,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
31337,41,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,146341.4634,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,24390.2439,24390.2439,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
49560,74,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27027.027027027,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13513.5135135135,13513.5135135135,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,174,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1862068.96551724,22988.5057471264,58.0,93.5307436087,166,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,11494.2528735632,11494.2528735632,30,132,70.8,55.8677008655,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,82704,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,1450.9576320372,24.1826272006,82704.0,0.0,82704,82704,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,12.0913136003,12.0913136003,52,68,57.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,20,0,0,0,0,0,0,1,52,1,68,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,90364797,17,18,1017,8000,331,0,59.8235294118,98.6795541729,1430,0,444.4444444444,612.5475465072,99.784432648,0.3873189689,2657788.14705882,10745547.1504528,45004396,0,90312263,5644516.4375,15384622.0887775,45057162,0,90312135,5312478.52941177,14958838.2096254,45056930,1,0,0,0,0,352,396,0.1881263563,0.1991926126,0,1430,250.4722222222,474.8634983482,225495.342063492,0,0,0,1,0,0,0,0,1,257.6285714286,59.8235294118,444.4444444444,352,0,0,0,0,0,0,17,1017,18,8000,8192,360,16,20,153030.5,141795.415724557,253295,52766,45003101.0,1831.4065632732,45004396,45001806,BENIGN
1658,73,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,109589.0411,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13698.63014,13698.63014,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,2979524,2,2,6,6,6,0,3.0,4.2426406871,6,0,3.0,4.2426406871,4.0274889546,1.3424963182,993174.666666667,1676377.99004172,2928667,27,50857,50857.0,0.0,50857,50857,2928694,2928694.0,0.0,2928694,2928694,0,0,0,0,52,52,0.6712481591,0.6712481591,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,1,3.0,3.0,3.0,52,0,0,0,0,0,0,2,6,2,6,8192,106,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117281147,36,41,1101,69381,314,0,30.5833333333,66.3438553512,4380,0,1692.2195121951,990.856031727,600.966155285,0.6565420101,1543172.98684211,9428145.53187073,58942557,1,117281147,3350889.91428571,13778453.1982564,58942557,1,117203379,2930084.475,12924682.0060112,59012438,4,0,0,0,0,732,832,0.306954706,0.3495873041,0,4380,903.6153846154,1100.0520321905,1210114.47352647,0,0,0,1,0,0,0,0,1,915.3506493507,30.5833333333,1692.2195121951,732,0,0,0,0,0,0,36,1101,41,69381,8192,32,35,20,89420.5,27567.9720781199,108914,69927,58512181.5,608642.869013102,58942557,58081806,BENIGN
80,7684544,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.123152135,0.520525356,2561514.667,4435795.426,7683530,3,7684544,2561514.667,4435795.426,7683530,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.520525356,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1014.0,0.0,1014,1014,7683530.0,0.0,7683530,7683530,DDoS
80,11052644,6,5,1079,1636,719,0,179.8333333333,296.6455235911,935,0,327.2,451.0318170595,245.6425810874,0.9952369768,1105264.4,2298090.83672171,6865519,9,4187125,837425.0,1510985.44299027,3534860,27723,11024930,2756232.5,3382246.1466588,7101693,1744,0,0,0,0,132,108,0.5428565328,0.452380444,0,935,226.25,352.7531006242,124434.75,0,0,0,1,0,0,0,0,0,246.8181818182,179.8333333333,327.2,132,0,0,0,0,0,0,6,1079,5,1636,8192,11504,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1788693,2,5,20,11607,20,0,10.0,14.14213562,8760,0,2321.4,3802.315321,6500.277018,3.913472016,298115.5,729801.758,1787817,3,757,757.0,0.0,757,757,1788645,447161.25,893770.5726,1787817,3,0,0,0,0,52,112,1.118134862,2.795337154,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,2,1661.0,10.0,2321.4,52,0,0,0,0,0,0,2,20,5,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,23807,1,1,53,116,53,53,53.0,0.0,116,116,116.0,0.0,7098.7524677616,84.0089049439,23807.0,0.0,23807,23807,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,42.004452472,42.004452472,53,116,74.0,36.3730669589,1323.0,0,0,0,0,0,0,0,0,1,111.0,53.0,116.0,20,0,0,0,0,0,0,1,53,1,116,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,17662696,4,4,108,108,27,27,27.0,0.0,27,27,27.0,0.0,12.2291636566,0.4529319873,2523242.28571429,3809831.14073322,9969136,1,5003836,1667945.33333333,2888921.89437277,5003785,3,9969138,3323046.0,5755682.77583772,9969136,1,0,0,0,0,104,104,0.2264659936,0.2264659936,27,27,27.0,0.0,0.0,0,0,0,0,0,0,0,0,1,30.375,27.0,27.0,104,0,0,0,0,0,0,4,108,4,108,-1,-1,3,20,1344887.0,1901889.55300827,2689726,48,7486460.5,3511033.3630714,9969136,5003785,BENIGN
22,100,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20000.0,100.0,0.0,100,100,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10000.0,10000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
53,60745,2,2,78,310,39,39,39.0,0.0,155,155,155.0,0.0,6387.3569841139,65.8490410733,20248.3333333333,34988.0036631605,60649,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,32.9245205367,32.9245205367,39,155,85.4,63.5358166706,4036.8,0,0,0,0,0,0,0,0,1,106.75,39.0,155.0,40,0,0,0,0,0,0,2,78,2,310,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,10140651,9,15,108,188,23,0,12.0,9.656603958,34,0,12.53333333,14.54975045,29.1894475,2.36671196,440897.8696,1148782.805,3620705,3,6929915,866239.375,1605761.959,3663119,244,10100000,724325.7857,1418544.994,3620705,3,0,0,0,0,296,488,0.887516985,1.479194975,0,34,11.84,12.67767066,160.7233333,0,0,0,1,0,0,0,0,1,12.33333333,12.0,12.53333333,296,0,0,0,0,0,0,9,108,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
53,30756,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,10339.4459617636,130.0559240473,10252.0,17711.9652212847,30704,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,65.0279620237,65.0279620237,34,125,70.4,49.842752733,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,64,0,0,0,0,0,0,2,68,2,250,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48731,2,2,88,156,44,44,44.0,0.0,78,78,78.0,0.0,5007.0796823377,82.0832734809,16243.6666666667,28130.5258453043,48726,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,40,40,41.0416367405,41.0416367405,44,78,57.6,18.6225669552,346.8,0,0,0,0,0,0,0,0,1,72.0,44.0,78.0,40,0,0,0,0,0,0,2,88,2,156,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,12041810,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.491319827,0.415219971,3010452.5,6019577.685,12000000,3,12000000,3010452.5,6019577.685,12000000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.415219971,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1991.0,0.0,1991,1991,12000000.0,0.0,12000000,12000000,DDoS
62673,103031,2,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,174.704700527,48.5290834797,25757.75,51459.5131430202,102947,1,103031,103031.0,0.0,103031,103031,4,2.0,1.4142135624,3,1,0,0,0,0,64,60,19.4116333919,29.1174500878,0,6,3.0,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.6,0.0,6.0,64,0,0,0,0,0,0,2,0,3,18,139,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
37206,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,399,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60787,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52253,45,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,266666.666666667,44444.4444444444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,22222.2222222222,22222.2222222222,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,30,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,10010318,9,15,103,188,22,0,11.44444444,9.043106644,34,0,12.53333333,14.54975045,29.07000557,2.397526232,435231.2174,1130125.522,3404575,3,6563508,820438.5,1514322.453,3376916,250,10000000,715016.5714,1394977.809,3404575,3,0,0,0,0,296,488,0.899072337,1.498453895,0,34,11.64,12.52623913,156.9066667,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
443,48,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,250000.0,41666.6666666667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,0,41666.6666666667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,140,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,1142857.14285714,28571.4285714286,46.6666666667,74.7685317051,133,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,14285.7142857143,14285.7142857143,32,48,38.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5886004,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.679578199,1962001.333,3397529.101,5885130,132,5886004,2943002.0,4160797.32,5885130,874,0,0.0,0.0,0,0,0,0,0,0,104,40,0.50968365,0.16989455,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,17122186,10,7,1478,1202,739,0,147.8,311.5897587819,596,0,171.7142857143,289.8509469168,156.5220702543,0.9928638785,1070136.625,2776943.808999,9997858,38,17122186,1902465.11111111,3584328.26581095,9997858,116846,11194565,1865760.83333333,4045037.2834235,10114854,687,0,0,0,0,328,232,0.5840375756,0.4088263029,0,739,148.8888888889,287.3511663635,82570.6928104575,0,0,0,1,0,0,0,0,0,157.6470588235,147.8,171.7142857143,328,0,0,0,0,0,0,10,1478,7,1202,29200,16384,2,32,1196550.0,0.0,1196550,1196550,9997858.0,0.0,9997858,9997858,BENIGN
53902,22704,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,132.1353065539,11352.0,16008.8975260634,22672,32,22704,22704.0,0.0,22704,22704,0,0.0,0.0,0,0,0,0,0,0,64,32,88.0902043693,44.0451021846,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,5291,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52641,16,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,750000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,62500.0,62500.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,60,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,694,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,17291.0662824208,2881.8443804035,694.0,0.0,694,694,694,694.0,0.0,694,694,0,0.0,0.0,0,0,0,0,0,0,40,0,2881.8443804035,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115523661,24,22,2254,8927,1401,0,93.9166666667,298.6658619619,1448,0,405.7727272727,586.8375236987,96.7853676313,0.3981868269,2567192.46666667,4415148.56838162,10216880,3,115523661,5022767.86956522,5129795.82805062,10240018,3,112679285,5365680.23809524,5229517.93192548,10240213,47,0,0,0,0,776,712,0.2077496488,0.1904371781,0,1448,237.8936170213,476.8033608925,227341.444958372,0,0,0,1,0,0,0,0,0,243.0652173913,93.9166666667,405.7727272727,776,0,0,0,0,0,0,24,2254,22,8927,29200,1114,5,32,35234.0909090909,39672.2289327296,154850,23122,10208336.1818182,27855.5616917634,10216880,10124349,BENIGN
51953,69,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,173913.043478261,28985.5072463768,69.0,0.0,69,69,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14492.7536231884,14492.7536231884,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,290,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,2001313,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,36.9757254363,0.9993439307,2001313.0,0.0,2001313,2001313,2001313,2001313.0,0.0,2001313,2001313,0,0.0,0.0,0,0,1,0,0,0,40,0,0.9993439307,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,40,0,0,0,0,0,0,2,74,0,0,32850,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,10176644,9,15,100,188,22,0,11.11111111,8.724168219,34,0,12.53333333,14.54975045,28.30009579,2.358341316,442462.7826,1138971.231,3550333,18,6582301,822787.625,1492243.112,3299571,18,10200000,726899.0714,1404535.34,3550333,47,0,0,0,0,296,488,0.884377993,1.473963322,0,34,11.52,12.45364739,155.0933333,0,0,0,1,0,0,0,0,1,12.0,11.11111111,12.53333333,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
53,333,2,2,94,230,47,47,47.0,0.0,115,115,115.0,0.0,972972.972972973,12012.012012012,111.0,190.5255888326,331,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,6006.006006006,6006.006006006,47,115,74.2,37.2451339104,1387.2,0,0,0,0,0,0,0,0,1,92.75,47.0,115.0,64,0,0,0,0,0,0,2,94,2,230,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,81073,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1184.1180170957,24.6691253562,81073.0,0.0,81073,81073,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12.3345626781,12.3345626781,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24477,2,2,70,168,35,35,35.0,0.0,84,84,84.0,0.0,9723.4138170528,163.4187196143,8159.0,14128.3384727292,24473,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,81.7093598072,81.7093598072,35,84,54.6,26.8384053178,720.3,0,0,0,0,0,0,0,0,1,68.25,35.0,84.0,64,0,0,0,0,0,0,2,70,2,168,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,247181,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,47062.67877,32.36494714,35311.57143,92987.44321,246187,4,729,364.5,432.0422433,670,59,246967,61741.75,122963.7406,246187,4,0,0,0,0,72,112,12.13685518,20.22809196,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
4446,54,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,111111.1111,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,18518.51852,18518.51852,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,31025,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,5414.9879129734,128.9282836422,10341.6666666667,17830.0196952593,30930,47,47,47.0,0.0,47,47,48,48.0,0.0,48,48,0,0,0,0,64,64,64.4641418211,64.4641418211,34,50,40.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,64,0,0,0,0,0,0,2,68,2,100,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,173090,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,67173.14692,40.44138887,28848.33333,64744.86781,160666,86,12153,6076.5,8242.743748,11905,248,172982,57660.66667,89404.98169,160666,185,0,0,0,0,72,92,17.3320238,23.10936507,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,207263,4,2,160,274,40,40,40.0,0.0,137,137,137.0,0.0,2093.9579182006,28.9487269797,41452.6,76277.2707711806,175694,2,31566,10522.0,18220.3084770813,31561,2,3,3.0,0.0,3,3,0,0,0,0,80,40,19.2991513198,9.6495756599,40,137,67.7142857143,47.331153538,2240.2380952381,0,0,0,0,0,0,0,0,0,79.0,40.0,137.0,80,0,0,0,0,0,0,4,160,2,274,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23814,1,1,40,95,40,40,40.0,0.0,95,95,95.0,0.0,5668.9342403628,83.9842109683,23814.0,0.0,23814,23814,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,41.9921054842,41.9921054842,40,95,58.3333333333,31.7542648054,1008.3333333333,0,0,0,0,0,0,0,0,1,87.5,40.0,95.0,32,0,0,0,0,0,0,1,40,1,95,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,64055814,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0312227708,64055814.0,0.0,64055814,64055814,64055814,64055814.0,0.0,64055814,64055814,0,0.0,0.0,0,0,0,0,0,0,64,0,0.0312227708,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,33304,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1038,43,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
